A,B,C,D,E,F,G,H,I,J,K
11, -56973.94140625, -2084.00927734375, -1596.2496337890625, 2255.871826171875, -17078.162109375, -3016.613525390625, -648.8263549804688, -49535.4375, , 1714826882428.386
12, -56962.40625, -2621.121826171875, -2054.974365234375, 2199.478515625, -17063.408203125, -2012.5284423828125, -504.188232421875, -49511.1640625, , 1714826882432.482
13, -56978.43359375, -2716.2060546875, -2161.99462890625, 2162.19580078125, -17080.642578125, -2464.078369140625, -655.263671875, -49532.7578125, , 1714826882436.578
14, -56995.33203125, -2183.8544921875, -1722.4476318359375, 2218.119873046875, -17100.490234375, -3579.47509765625, -837.922119140625, -49544.9609375, , 1714826882440.287
15, -56987.48828125, -1995.1611328125, -1544.550048828125, 2257.95068359375, -17089.224609375, -3335.39404296875, -720.977783203125, -49524.5078125, , 1714826882444.412
16, -56967.5703125, -2468.772216796875, -1945.540283203125, 2229.183837890625, -17066.626953125, -2202.227783203125, -523.43310546875, -49491.25, , 1714826882448.03
17, -56963.01171875, -2750.87353515625, -2218.25390625, 2195.924560546875, -17062.26953125, -2231.93310546875, -602.4241333007812, -49506.671875, , 1714826882452.128
18, -56975.8203125, -2318.70263671875, -1859.240234375, 2226.97119140625, -17084.732421875, -3358.796142578125, -803.2545166015625, -49538.45703125, , 1714826882455.761
19, -56971.52734375, -1941.3829345703125, -1536.6375732421875, 2295.367431640625, -17087.080078125, -3569.819091796875, -773.8843383789062, -49518.40625, , 1714826882459.924
20, -56961.40234375, -2287.52197265625, -1806.8031005859375, 2263.784423828125, -17075.880859375, -2474.471923828125, -555.21728515625, -49501.64453125, , 1714826882463.534
21, -56964.8203125, -2743.631591796875, -2182.111083984375, 2170.77880859375, -17078.765625, -2021.24560546875, -536.6429443359375, -49524.91015625, , 1714826882467.638
22, -56978.90234375, -2479.568115234375, -1975.5810546875, 2192.840087890625, -17096.66796875, -3010.8466796875, -747.062255859375, -49560.91796875, , 1714826882471.75
23, -56990.16796875, -1968.741455078125, -1541.5325927734375, 2268.74658203125, -17109.275390625, -3652.83349609375, -809.8930053710938, -49560.78515625, , 1714826882475.404
24, -56975.68359375, -2114.38525390625, -1660.6226806640625, 2277.463623046875, -17094.857421875, -2784.401123046875, -613.1529541015625, -49524.375, , 1714826882479.488
25, -56966.5, -2654.31396484375, -2121.8955078125, 2185.128662109375, -17090.431640625, -1971.89306640625, -518.6721801757812, -49517.33203125, , 1714826882483.146
26, -56976.9609375, -2604.96142578125, -2104.863525390625, 2172.119873046875, -17103.171875, -2693.0048828125, -702.0011596679688, -49549.25, , 1714826882487.247
27, -56993.05078125, -2039.2164306640625, -1628.704345703125, 2243.93603515625, -17124.763671875, -3657.259033203125, -831.2836303710938, -49570.375, , 1714826882490.897
28, -56988.0234375, -2004.6829833984375, -1571.5062255859375, 2252.2509765625, -17119.66796875, -3108.344970703125, -666.2607421875, -49555.01953125, , 1714826882495.016
29, -56971.19140625, -2541.259033203125, -2015.8812255859375, 2181.97705078125, -17096.466796875, -2038.4117431640625, -494.8005065917969, -49541.94140625, , 1714826882499.108
30, -56973.7421875, -2690.859130859375, -2167.0908203125, 2156.09375, -17099.88671875, -2368.25634765625, -626.9663696289062, -49559.578125, , 1714826882502.759
31, -56991.375, -2171.315185546875, -1737.8702392578125, 2218.052734375, -17116.919921875, -3498.8076171875, -816.5985107421875, -49581.70703125, , 1714826882506.862
0, -56988.6953125, -1923.1439208984375, -1518.1973876953125, 2280.749267578125, -17110.34765625, -3385.685302734375, -728.9573364257812, -49560.5859375, , 1714826882510.711
1, -56971.66015625, -2367.451904296875, -1885.4588623046875, 2259.0234375, -17089.6953125, -2248.56298828125, -527.7916870117188, -49531.55078125, , 1714826882514.407
2, -56965.0234375, -2700.246826171875, -2192.97412109375, 2232.4697265625, -17086.677734375, -2150.729248046875, -583.246337890625, -49538.1875, , 1714826882518.561
3, -56980.24609375, -2321.92138671875, -1883.5142822265625, 2253.592041015625, -17107.1953125, -3271.959716796875, -795.0737915039062, -49567.625, , 1714826882522.226
4, -56989.36328125, -1903.362548828125, -1518.5997314453125, 2310.052490234375, -17114.7734375, -3609.314453125, -789.7094116210938, -49559.9140625, , 1714826882526.396
5, -56973.26953125, -2203.36767578125, -1752.6224365234375, 2275.11669921875, -17101.49609375, -2562.046142578125, -573.1210327148438, -49523.8359375, , 1714826882530.067
6, -56967.63671875, -2690.7919921875, -2173.05859375, 2196.05859375, -17094.12109375, -2011.25439453125, -540.9345092773438, -49521.89453125, , 1714826882534.215
7, -56977.765625, -2485.7373046875, -2027.34765625, 2228.4462890625, -17101.162109375, -2950.832275390625, -754.7736206054688, -49540.40234375, , 1714826882537.844
8, -56982.32421875, -1949.69775390625, -1577.943603515625, 2314.8134765625, -17106.591796875, -3708.4892578125, -838.3244018554688, -49542.6796875, , 1714826882541.954
9, -56971.9296875, -2059.467041015625, -1640.5731201171875, 2304.151611328125, -17094.12109375, -2899.132568359375, -640.2432861328125, -49523.234375, , 1714826882545.573
10, -56955.5703125, -2591.95263671875, -2108.082275390625, 2241.857421875, -17074.875, -2016.8870849609375, -530.473876953125, -49512.90625, , 1714826882549.605
11, -56965.76171875, -2615.086669921875, -2145.834228515625, 2182.78173828125, -17089.158203125, -2636.34326171875, -702.73876953125, -49543.28515625, , 1714826882553.715
12, -56979.23828125, -2057.25439453125, -1671.5526123046875, 2249.568603515625, -17104.513671875, -3662.02001953125, -843.5547485351562, -49557.56640625, , 1714826882557.397
13, -56969.046875, -1953.3857421875, -1568.48876953125, 2299.92724609375, -17089.158203125, -3237.22509765625, -705.2197875976562, -49532.82421875, , 1714826882561.497
14, -56953.0859375, -2480.171630859375, -1997.910400390625, 2226.16650390625, -17075.2109375, -2121.761474609375, -518.4039306640625, -49519.01171875, , 1714826882565.136
15, -56961.73828125, -2712.9873046875, -2193.510498046875, 2153.61279296875, -17082.85546875, -2308.979736328125, -615.3657836914062, -49546.90625, , 1714826882569.28
16, -56977.4296875, -2233.207275390625, -1802.712646484375, 2231.396728515625, -17096.53515625, -3465.01171875, -821.7617797851562, -49568.8984375, , 1714826882572.905
17, -56974.546875, -1929.31298828125, -1530.468505859375, 2288.12548828125, -17092.779296875, -3466.48681640625, -751.6220092773438, -49540.06640625, , 1714826882577.009
18, -56955.43359375, -2328.69384765625, -1850.1207275390625, 2236.090576171875, -17067.833984375, -2313.874755859375, -527.6575927734375, -49506.13671875, , 1714826882581.112
19, -56953.625, -2708.025390625, -2181.105224609375, 2161.39111328125, -17065.48828125, -2057.85791015625, -543.8849487304688, -49517.734375, , 1714826882584.829
20, -56972.734375, -2382.807373046875, -1921.802734375, 2191.56591796875, -17092.2421875, -3152.132080078125, -767.3800048828125, -49548.04296875, , 1714826882588.961
21, -56980.78125, -1923.2779541015625, -1523.561767578125, 2265.863037109375, -17097.943359375, -3618.43408203125, -786.6248779296875, -49535.70703125, , 1714826882592.605
22, -56966.23046875, -2154.216064453125, -1727.0743408203125, 2269.75244140625, -17084.1953125, -2657.465576171875, -585.1909790039062, -49499.09375, , 1714826882596.706
23, -56952.08203125, -2677.51513671875, -2149.656494140625, 2152.338623046875, -17073.265625, -1963.5111083984375, -508.74798583984375, -49495.875, , 1714826882600.351
24, -56963.01171875, -2547.8974609375, -2047.799560546875, 2145.4990234375, -17088.017578125, -2806.66357421875, -703.2081298828125, -49526.18359375, , 1714826882604.46
25, -56977.4296875, -1987.6510009765625, -1585.4537353515625, 2254.262451171875, -17100.55859375, -3671.40771484375, -814.1174926757812, -49546.03125, , 1714826882608.104
26, -56961.8046875, -2014.003662109375, -1593.5003662109375, 2309.11376953125, -17079.5703125, -2975.709716796875, -630.7885131835938, -49521.0234375, , 1714826882612.227
27, -56946.11328125, -2563.320068359375, -2043.64208984375, 2253.32373046875, -17066.494140625, -1991.27197265625, -484.9433898925781, -49507.20703125, , 1714826882616.115
28, -56951.27734375, -2624.273193359375, -2118.743896484375, 2258.084716796875, -17069.845703125, -2516.046142578125, -648.2899169921875, -49524.91015625, , 1714826882620.195
29, -56969.44921875, -2091.318359375, -1653.7159423828125, 2286.985595703125, -17087.951171875, -3583.3642578125, -805.936767578125, -49543.21875, , 1714826882623.848
30, -56964.3515625, -1924.0826416015625, -1511.760009765625, 2338.349853515625, -17079.435546875, -3290.332763671875, -690.6017456054688, -49522.765625, , 1714826882627.967
31, -56943.96875, -2408.690673828125, -1933.2021484375, 2297.781494140625, -17057.77734375, -2181.105224609375, -508.74798583984375, -49505.59765625, , 1714826882631.594
0, -56939.140625, -2682.141845703125, -2174.936279296875, 2227.976806640625, -17053.619140625, -2252.51904296875, -591.0247802734375, -49523.90625, , 1714826882635.873
1, -56958.31640625, -2233.006103515625, -1817.46484375, 2289.466552734375, -17068.572265625, -3407.679443359375, -802.8522338867188, -49543.21875, , 1714826882639.562
2, -56961.87109375, -1893.9078369140625, -1493.8563232421875, 2308.979736328125, -17071.388671875, -3517.515869140625, -742.2343139648438, -49517, , 1714826882643.311
3, -56944.90625, -2256.274169921875, -1791.1121826171875, 2299.72607421875, -17053.619140625, -2423.912353515625, -533.5584106445312, -49478.57421875, , 1714826882647.387
4, -56939.67578125, -2692.4013671875, -2174.19873046875, 2241.11962890625, -17055.294921875, -2066.44091796875, -543.2814331054688, -49485.953125, , 1714826882651.064
5, -56958.38671875, -2434.104736328125, -1959.9571533203125, 2243.600830078125, -17077.021484375, -3094.933837890625, -759.2662963867188, -49515.45703125, , 1714826882655.255
6, -56971.86328125, -1949.09423828125, -1532.2789306640625, 2296.10498046875, -17081.111328125, -3660.745849609375, -791.1846313476562, -49513.37890625, , 1714826882658.921
7, -56962.33984375, -2115.123046875, -1678.2581787109375, 2320.982421875, -17058.044921875, -2761.46826171875, -594.9139404296875, -49486.21875, , 1714826882662.989
8, -56951.61328125, -2650.4248046875, -2136.71484375, 2242.12548828125, -17042.890625, -2002.9395751953125, -522.42724609375, -49482.734375, , 1714826882667.069
9, -56962.07421875, -2565.331787109375, -2096.61572265625, 2238.102294921875, -17050.1328125, -2786.07763671875, -719.1002197265625, -49505.12890625, , 1714826882670.661
10, -56973.0703125, -2006.4935302734375, -1609.727783203125, 2249.6357421875, -17066.0234375, -3689.646728515625, -825.5839233398438, -49507.2734375, , 1714826882674.756
11, -56965.4921875, -1994.624755859375, -1567.68408203125, 2235.75537109375, -17059.720703125, -3061.473388671875, -647.418212890625, -49471.40234375, , 1714826882678.408
12, -56949.734375, -2521.8798828125, -2033.65087890625, 2203.837158203125, -17045.103515625, -2049.274658203125, -502.17657470703125, -49444.37890625, , 1714826882682.516
13, -56958.1171875, -2659.208984375, -2148.516357421875, 2135.5078125, -17056.30078125, -2414.25634765625, -627.0333862304688, -49476.296875, , 1714826882686.16
14, -56971.52734375, -2121.02392578125, -1712.3892822265625, 2229.787353515625, -17062.40234375, -3546.68505859375, -811.8375854492188, -49505.1953125, , 1714826882690.267
15, -56961.53515625, -1898.6016845703125, -1507.870849609375, 2286.51611328125, -17046.845703125, -3349.743896484375, -699.184814453125, -49481.390625, , 1714826882693.997
16, -56942.89453125, -2360.612060546875, -1902.2896728515625, 2271.965087890625, -17022.7734375, -2226.4345703125, -505.8646240234375, -49453.6328125, , 1714826882698.057
17, -56944.7734375, -2677.31396484375, -2176.411376953125, 2210.54248046875, -17027.400390625, -2170.845947265625, -565.6778564453125, -49465.76953125, , 1714826882702.165
18, -56960.46484375, -2271.697021484375, -1841.4705810546875, 2265.192626953125, -17049.05859375, -3302.536865234375, -776.6336059570312, -49495.5390625, , 1714826882705.842
19, -56964.95703125, -1895.71826171875, -1491.5093994140625, 2317.49560546875, -17055.294921875, -3562.24169921875, -747.464599609375, -49490.4453125, , 1714826882710.002
20, -56949.80078125, -2218.589111328125, -1758.5233154296875, 2320.11083984375, -17040.005859375, -2519.734130859375, -542.7449951171875, -49455.7109375, , 1714826882713.81
21, -56945.9140625, -2688.646240234375, -2156.294921875, 2245.74658203125, -17038.46484375, -2027.8841552734375, -517.3981323242188, -49456.71484375, , 1714826882717.441
22, -56961.8046875, -2466.894775390625, -1959.68896484375, 2238.102294921875, -17053.955078125, -2968.4677734375, -712.0594482421875, -49484.20703125, , 1714826882721.542
23, -56973.13671875, -1950.10009765625, -1510.6201171875, 2303.145751953125, -17068.03515625, -3648.20654296875, -773.6831665039062, -49486.21875, , 1714826882725.656
24, -56957.78125, -2084.00927734375, -1605.16796875, 2315.148681640625, -17050.400390625, -2807.1328125, -574.79736328125, -49453.23046875, , 1714826882729.301
25, -56941.890625, -2632.0517578125, -2080.1201171875, 2260.163330078125, -17040.54296875, -1966.6627197265625, -477.5002746582031, -49450.14453125, , 1714826882733.422
26, -56955.703125, -2632.4541015625, -2088.569091796875, 2220.466796875, -17062.470703125, -2636.477294921875, -657.7446899414062, -49471.1328125, , 1714826882737.064
27, -56975.41796875, -2082.467041015625, -1602.418701171875, 2280.01171875, -17079.16796875, -3622.7255859375, -791.2516479492188, -49482.80078125, , 1714826882741.171
28, -56962.54296875, -1994.6917724609375, -1518.5325927734375, 2352.69970703125, -17063.20703125, -3148.779296875, -642.9254760742188, -49443.3046875, , 1714826882744.835
29, -56949.3984375, -2541.862548828125, -1977.0562744140625, 2285.443359375, -17049.05859375, -2078.376708984375, -482.998779296875, -49419.09765625, , 1714826882748.855
30, -56952.21484375, -2739.340087890625, -2158.77587890625, 2244.33837890625, -17049.595703125, -2350.419677734375, -600.9489135742188, -49437.94140625, , 1714826882752.9
31, -56966.83203125, -2242.997314453125, -1731.6341552734375, 2285.376220703125, -17062.470703125, -3470.175048828125, -782.400390625, -49455.5078125, , 1714826882756.532
0, -56966.02734375, -1987.2486572265625, -1490.9058837890625, 2326.749267578125, -17063.9453125, -3407.679443359375, -701.6658935546875, -49433.1796875, , 1714826882760.827
1, -56949.46484375, -2414.390380859375, -1856.3568115234375, 2318.769775390625, -17045.505859375, -2291.4111328125, -506.1328430175781, -49406.22265625, , 1714826882764.506
2, -56950.60546875, -2788.625732421875, -2175.405517578125, 2236.0234375, -17047.919921875, -2105.467041015625, -544.42138671875, -49422.78515625, , 1714826882768.572
3, -56969.24609375, -2438.7314453125, -1885.52587890625, 2253.390869140625, -17071.388671875, -3200.478759765625, -759.4674682617188, -49457.72265625, , 1714826882772.198
4, -56979.640625, -2014.607177734375, -1513.6375732421875, 2304.017578125, -17083.2578125, -3600.999755859375, -772.4761962890625, -49447.328125, , 1714826882776.265
5, -56966.56640625, -2287.72314453125, -1734.31640625, 2292.8193359375, -17065.48828125, -2590.0751953125, -566.01318359375, -49405.21875, , 1714826882780.344
6, -56957.109375, -2798.013427734375, -2149.58935546875, 2185.597900390625, -17054.22265625, -1954.2574462890625, -504.72467041015625, -49407.765625, , 1714826882783.959
7, -56968.51171875, -2633.392822265625, -2022.3856201171875, 2182.044189453125, -17059.7890625, -2829.395263671875, -703.9457397460938, -49434.05078125, , 1714826882788.024
8, -56972.19921875, -2064.496337890625, -1570.50048828125, 2306.90087890625, -17059.654296875, -3641.7021484375, -803.2545166015625, -49436.66796875, , 1714826882792.067
9, -56954.83203125, -2138.055908203125, -1619.2496337890625, 2317.830810546875, -17046.64453125, -2894.70703125, -619.2550048828125, -49400.1875, , 1714826882795.715
10, -56944.4375, -2692.669677734375, -2076.499267578125, 2224.75830078125, -17036.453125, -1945.40625, -486.3515625, -49393.01171875, , 1714826882799.771
11, -56954.09375, -2739.0048828125, -2124.376708984375, 2166.017822265625, -17047.046875, -2498.880126953125, -644.4006958007812, -49420.03515625, , 1714826882803.389
12, -56969.6484375, -2182.8486328125, -1663.103759765625, 2246.95361328125, -17061.732421875, -3558.017333984375, -806.4061279296875, -49426.2734375, , 1714826882807.436
13, -56962.609375, -2049.610107421875, -1532.6142578125, 2284.973876953125, -17056.30078125, -3176.808349609375, -665.5901489257812, -49394.62109375, , 1714826882811.485
14, -56941.890625, -2551.853759765625, -1952.5140380859375, 2241.455078125, -17036.185546875, -2058.662353515625, -477.76849365234375, -49381.01171875, , 1714826882815.123
15, -56943.4296875, -2789.765625, -2172.455078125, 2188.74951171875, -17042.95703125, -2208.732177734375, -580.3629760742188, -49409.84375, , 1714826882819.213
16, -56968.0390625, -2326.346923828125, -1799.15869140625, 2237.76708984375, -17066.158203125, -3369.8603515625, -799.0300903320312, -49440.6875, , 1714826882823.299
17, -56966.56640625, -1979.939697265625, -1515.8504638671875, 2337.07568359375, -17060.994140625, -3456.562744140625, -748.4703979492188, -49417.48828125, , 1714826882826.917
18, -56946.11328125, -2352.69970703125, -1828.6630859375, 2309.650146484375, -17044.56640625, -2341.09912109375, -533.8936767578125, -49385.1015625, , 1714826882831.026
19, -56940.94921875, -2773.538330078125, -2177.75244140625, 2200.685546875, -17051.33984375, -2017.4234619140625, -541.4038696289062, -49396.76953125, , 1714826882834.69
20, -56955.8359375, -2478.495361328125, -1940.31005859375, 2209.000244140625, -17068.572265625, -3070.9951171875, -758.260498046875, -49430.83203125, , 1714826882838.857
21, -56964.015625, -1991.6072998046875, -1530.669677734375, 2312.935791015625, -17073.466796875, -3597.579833984375, -788.6365356445312, -49425.1328125, , 1714826882842.556
22, -56954.16015625, -2206.519287109375, -1701.5263671875, 2306.49853515625, -17060.525390625, -2656.52685546875, -586.5320434570312, -49387.71484375, , 1714826882846.67
23, -56940.34765625, -2731.09228515625, -2137.318359375, 2194.18115234375, -17053.484375, -1925.4237060546875, -503.7859191894531, -49393.28125, , 1714826882850.316
24, -56950.671875, -2607.710693359375, -2068.25146484375, 2204.4404296875, -17062.470703125, -2748.392578125, -705.286865234375, -49423.3203125, , 1714826882854.412
25, -56964.62109375, -2035.796630859375, -1598.730712890625, 2304.084716796875, -17074.673828125, -3643.04345703125, -818.07373046875, -49429.828125, , 1714826882858.473
26, -56947.453125, -2035.394287109375, -1579.9552001953125, 2317.562744140625, -17057.708984375, -2989.590087890625, -633.8059692382812, -49392.74609375, , 1714826882862.056
27, -56930.2890625, -2578.809814453125, -2035.9307861328125, 2230.32373046875, -17039.134765625, -1987.919189453125, -485.41278076171875, -49372.49609375, , 1714826882866.147
28, -56943.296875, -2691.32861328125, -2137.78759765625, 2176.813720703125, -17047.517578125, -2432.62939453125, -632.4649047851562, -49405.21875, , 1714826882869.801
29, -56960.53125, -2163.6708984375, -1690.126953125, 2235.218994140625, -17060.32421875, -3531.1953125, -810.0941772460938, -49431.5703125, , 1714826882873.954
30, -56958.453125, -1976.1845703125, -1519.873779296875, 2294.562744140625, -17056.435546875, -3290.735107421875, -700.0565795898438, -49413.59765625, , 1714826882877.575
31, -56942.08984375, -2457.976318359375, -1920.7298583984375, 2240.180908203125, -17037.525390625, -2168.2978515625, -498.15325927734375, -49382.55078125, , 1714826882881.659
0, -56944.5703125, -2738.8037109375, -2191.633056640625, 2220.802001953125, -17041.212890625, -2219.259765625, -583.045166015625, -49391.47265625, , 1714826882885.465
1, -56966.4296875, -2328.09033203125, -1833.2899169921875, 2250.775634765625, -17066.962890625, -3335.729248046875, -784.948486328125, -49413.46484375, , 1714826882889.626
2, -56970.72265625, -1961.1641845703125, -1501.9029541015625, 2316.28857421875, -17068.83984375, -3525.49560546875, -746.3917236328125, -49400.3203125, , 1714826882893.308
3, -56948.86328125, -2293.355712890625, -1777.3658447265625, 2315.48388671875, -17048.1875, -2449.125, -538.2523193359375, -49372.49609375, , 1714826882897.44
4, -56937.328125, -2740.07763671875, -2174.064453125, 2256.609619140625, -17036.990234375, -2032.712158203125, -534.2960205078125, -49378.1953125, , 1714826882901.1
5, -56952.28125, -2499.952880859375, -1975.8492431640625, 2234.14599609375, -17054.759765625, -3015.54052734375, -741.563720703125, -49407.83203125, , 1714826882905.27
6, -56960.12890625, -1981.3477783203125, -1556.68701171875, 2337.8134765625, -17058.24609375, -3679.72265625, -815.525634765625, -49408.4375, , 1714826882908.946
7, -56940.14453125, -2118.475830078125, -1687.377685546875, 2382.203857421875, -17038.53125, -2832.211669921875, -629.9168090820312, -49375.64453125, , 1714826882913.092
8, -56922.44140625, -2649.2177734375, -2146.16943359375, 2312.8017578125, -17026.05859375, -2023.7266845703125, -535.7042236328125, -49352.2421875, , 1714826882916.744
9, -56937.73046875, -2629.771728515625, -2107.00927734375, 2220.13134765625, -17046.17578125, -2696.49169921875, -702.2023315429688, -49364.78125, , 1714826882920.773
10, -56960.53125, -2092.391357421875, -1621.5294189453125, 2200.35009765625, -17066.091796875, -3617.22705078125, -819.1466064453125, -49382.6875, , 1714826882924.842
11, -56955.5, -2038.8140869140625, -1570.70166015625, 2251.4462890625, -17055.564453125, -3083.735595703125, -664.1149291992188, -49371.0859375, , 1714826882928.509
12, -56941.890625, -2572.17138671875, -2035.997802734375, 2208.6650390625, -17034.84375, -2048.3359375, -515.587646484375, -49347.75, , 1714826882932.61
13, -56950.94140625, -2753.48876953125, -2190.627197265625, 2112.776123046875, -17049.4609375, -2368.591796875, -651.910888671875, -49374.23828125, , 1714826882936.261
14, -56968.7109375, -2236.15771484375, -1774.4154052734375, 2183.2509765625, -17068.974609375, -3505.71435546875, -848.6509399414062, -49402.8046875, , 1714826882940.386
15, -56969.71875, -1999.8551025390625, -1555.748291015625, 2215.906982421875, -17068.37109375, -3373.14599609375, -752.4266967773438, -49383.9609375, , 1714826882944.045
16, -56955.97265625, -2464.279541015625, -1940.041748046875, 2185.0615234375, -17052.27734375, -2249.769775390625, -554.81494140625, -49366.79296875, , 1714826882948.14
17, -56955.76953125, -2783.86474609375, -2236.76123046875, 2165.816650390625, -17065.15234375, -2147.242431640625, -603.4970092773438, -49384.5625, , 1714826882951.778
18, -56973.7421875, -2393.603271484375, -1902.625, 2185.597900390625, -17093.71875, -3231.592529296875, -800.438232421875, -49402.8046875, , 1714826882955.869
19, -56979.57421875, -1985.1029052734375, -1536.70458984375, 2245.74658203125, -17103.10546875, -3556.3408203125, -791.7210693359375, -49385.703125, , 1714826882960.034
20, -56963.01171875, -2271.6298828125, -1777.3658447265625, 2250.909912109375, -17086.07421875, -2528.049072265625, -578.8206787109375, -49355.125, , 1714826882963.656
21, -56956.44140625, -2750.001953125, -2197.869140625, 2183.116943359375, -17081.916015625, -1989.126220703125, -543.2814331054688, -49352.578125, , 1714826882967.801
22, -56978.5703125, -2555.876953125, -2047.93359375, 2184.79345703125, -17105.787109375, -2918.37744140625, -748.9398193359375, -49385.50390625, , 1714826882971.427
23, -56991.0390625, -2017.3564453125, -1590.68408203125, 2270.288818359375, -17119.466796875, -3657.59423828125, -822.7005615234375, -49395.09375, , 1714826882975.525
24, -56981.18359375, -2120.152099609375, -1662.701416015625, 2279.14013671875, -17100.69140625, -2865.5380859375, -636.6893920898438, -49376.046875, , 1714826882979.183
25, -56966.36328125, -2667.591064453125, -2134.837158203125, 2209.000244140625, -17085.26953125, -1983.5606689453125, -534.3630981445312, -49371.01953125, , 1714826882983.285
26, -56977.62890625, -2694.882568359375, -2144.157958984375, 2137.251220703125, -17094.1875, -2561.643798828125, -690.7359008789062, -49405.88671875, , 1714826882986.948
27, -56986.4140625, -2121.962646484375, -1682.3485107421875, 2241.186767578125, -17100.357421875, -3603.279541015625, -847.5780639648438, -49411.25390625, , 1714826882991.042
28, -56973.203125, -2024.5313720703125, -1591.28759765625, 2273.70849609375, -17087.81640625, -3178.3505859375, -713.13232421875, -49385.90625, , 1714826882995.147
29, -56956.640625, -2537.1015625, -2039.2164306640625, 2244.807861328125, -17071.724609375, -2112.306640625, -547.2376708984375, -49378.9296875, , 1714826882998.809
30, -56955.16796875, -2738.133056640625, -2228.0439453125, 2209.8720703125, -17072.259765625, -2324.268310546875, -653.0508422851562, -49396.69921875, , 1714826883002.917
31, -56970.92578125, -2258.55419921875, -1818.671875, 2244.405517578125, -17088.0859375, -3445.766845703125, -840.6043090820312, -49418.16015625, , 1714826883006.571
0, -56968.84375, -1952.9163818359375, -1549.243896484375, 2332.046630859375, -17082.720703125, -3455.69091796875, -768.251708984375, -49396.296875, , 1714826883010.876
1, -56954.4296875, -2370.87158203125, -1877.1439208984375, 2301.268310546875, -17069.64453125, -2319.037841796875, -549.919921875, -49367.33203125, , 1714826883014.73
2, -56953.9609375, -2756.707275390625, -2214.833984375, 2250.306396484375, -17077.087890625, -2082.467041015625, -572.1822509765625, -49387.91796875, , 1714826883018.451
3, -56970.72265625, -2419.419677734375, -1941.7181396484375, 2273.2392578125, -17096.333984375, -3155.7529296875, -786.5578002929688, -49426.00390625, , 1714826883022.515
4, -56978.234375, -1949.2283935546875, -1554.742431640625, 2369.66455078125, -17098.6796875, -3628.82763671875, -813.3798828125, -49422.91796875, , 1714826883026.158
5, -56960.12890625, -2191.096435546875, -1750.6107177734375, 2360.410888671875, -17080.173828125, -2653.174072265625, -606.5145263671875, -49390.734375, , 1714826883030.346
6, -56948.9296875, -2713.32275390625, -2172.052978515625, 2251.580322265625, -17071.322265625, -1973.7034912109375, -537.3805541992188, -49391.8046875, , 1714826883034.044
7, -56959.5234375, -2555.072265625, -2054.505126953125, 2255.603759765625, -17077.423828125, -2821.9521484375, -732.5783081054688, -49416.68359375, , 1714826883038.114
8, -56967.90625, -2021.5809326171875, -1577.0718994140625, 2293.0205078125, -17083.458984375, -3633.186279296875, -819.9512939453125, -49421.51171875, , 1714826883041.769
9, -56955.43359375, -2077.84033203125, -1602.217529296875, 2305.49267578125, -17070.517578125, -2932.727294921875, -635.2811889648438, -49395.96484375, , 1714826883045.858
10, -56941.75390625, -2633.4599609375, -2068.318359375, 2220.198486328125, -17062.134765625, -1967.735595703125, -496.9462890625, -49388.72265625, , 1714826883049.45
11, -56949.1328125, -2705.87939453125, -2142.21337890625, 2165.615478515625, -17075.880859375, -2474.13671875, -651.5756225585938, -49416.1484375, , 1714826883053.514
12, -56961.73828125, -2155.959716796875, -1677.8558349609375, 2240.516357421875, -17088.0859375, -3547.556640625, -813.3128051757812, -49430.765625, , 1714826883057.597
13, -56957.71484375, -1997.5751953125, -1540.057373046875, 2312.13134765625, -17078.765625, -3258.61572265625, -700.8612060546875, -49402.9375, , 1714826883061.242
14, -56939.9453125, -2493.314453125, -1959.08544921875, 2264.52197265625, -17064.482421875, -2140.8720703125, -516.7946166992188, -49381.4140625, , 1714826883065.352
15, -56937.73046875, -2759.45654296875, -2191.16357421875, 2193.17529296875, -17067.029296875, -2201.624267578125, -597.0597534179688, -49406.69140625, , 1714826883069.043
16, -56953.22265625, -2312.533447265625, -1809.3511962890625, 2226.56884765625, -17072.662109375, -3315.6796875, -789.7094116210938, -49420.23828125, , 1714826883073.13
17, -56950.40625, -1969.2108154296875, -1493.588134765625, 2279.072998046875, -17070.31640625, -3436.177978515625, -735.1934814453125, -49398.64453125, , 1714826883076.781
18, -56933.57421875, -2342.90966796875, -1791.6485595703125, 2238.705810546875, -17057.576171875, -2331.10791015625, -522.22607421875, -49377.0546875, , 1714826883080.893
19, -56928.14453125, -2765.9609375, -2161.6591796875, 2180.032470703125, -17057.0390625, -1969.344970703125, -522.7625122070312, -49390.33203125, , 1714826883085.037
20, -56943.1640625, -2486.273681640625, -1942.5228271484375, 2217.248046875, -17072.595703125, -3004.476318359375, -743.9777221679688, -49420.57421875, , 1714826883088.723
21, -56942.0234375, -1992.009521484375, -1525.774658203125, 2309.7841796875, -17068.03515625, -3586.180419921875, -788.1000366210938, -49406.22265625, , 1714826883092.796
22, -56922.17578125, -2174.39990234375, -1667.73046875, 2311.259521484375, -17039.134765625, -2673.4248046875, -577.948974609375, -49363.375, , 1714826883096.446
23, -56910.70703125, -2695.150634765625, -2116.330078125, 2246.4169921875, -17016.26953125, -1915.70068359375, -489.63726806640625, -49354.12109375, , 1714826883100.563
24, -56927.13671875, -2616.76318359375, -2055.913330078125, 2213.56005859375, -17029.412109375, -2660.6171875, -668.808837890625, -49379.87109375, , 1714826883104.212
