A,B,C,D,E,F,G,H,I,J,K
25, -56946.515625, -2063.3564453125, -1587.1971435546875, 2279.94482421875, -17042.15234375, -3579.27392578125, -794.537353515625, -49385.50390625, , 1714826883108.313
26, -56941.75390625, -2052.359375, -1555.6812744140625, 2295.09912109375, -17032.630859375, -2968.802978515625, -625.8934936523438, -49351.23828125, , 1714826883111.99
27, -56926.1328125, -2597.451171875, -2017.8258056640625, 2237.76708984375, -17013.05078125, -1943.796875, -474.4827880859375, -49318.046875, , 1714826883116.191
28, -56927.33984375, -2722.91162109375, -2149.58935546875, 2224.087646484375, -17011.240234375, -2356.857177734375, -618.78564453125, -49340.375, , 1714826883119.822
29, -56942.89453125, -2177.417236328125, -1701.459228515625, 2307.034912109375, -17023.109375, -3481.641357421875, -796.0796508789062, -49366.7265625, , 1714826883123.948
30, -56939.00390625, -1955.3974609375, -1493.789306640625, 2357.66162109375, -17015.53125, -3285.773193359375, -683.695068359375, -49343.66015625, , 1714826883127.699
31, -56920.09765625, -2421.83349609375, -1888.878662109375, 2331.51025390625, -16995.080078125, -2165.2802734375, -489.7043151855469, -49325.5546875, , 1714826883131.796
0, -56928.6796875, -2756.036865234375, -2177.88671875, 2242.72900390625, -17007.484375, -2123.370849609375, -562.7274780273438, -49351.83984375, , 1714826883135.618
1, -56954.36328125, -2357.05810546875, -1847.1702880859375, 2279.94482421875, -17032.294921875, -3249.63037109375, -781.3275146484375, -49380.67578125, , 1714826883139.332
2, -56959.79296875, -1970.0155029296875, -1489.2294921875, 2328.023193359375, -17034.173828125, -3496.3935546875, -749.0739135742188, -49368.8046875, , 1714826883143.453
3, -56945.0390625, -2298.72021484375, -1750.2755126953125, 2308.10791015625, -17020.6953125, -2442.9560546875, -539.9286499023438, -49334.13671875, , 1714826883147.128
4, -56937.6640625, -2765.625732421875, -2158.708984375, 2229.183837890625, -17018.080078125, -1974.9775390625, -525.1094970703125, -49340.44140625, , 1714826883151.246
5, -56952.41796875, -2527.043212890625, -1975.6480712890625, 2252.6533203125, -17030.216796875, -2942.78564453125, -729.2926025390625, -49375.98046875, , 1714826883154.96
6, -56960.0625, -2006.560546875, -1519.0020751953125, 2329.364501953125, -17031.021484375, -3613.673095703125, -781.4616088867188, -49373.23046875, , 1714826883159.1
7, -56949.33203125, -2154.551513671875, -1625.8880615234375, 2327.553955078125, -17011.708984375, -2780.5791015625, -588.6777954101562, -49336.21875, , 1714826883163.174
8, -56936.390625, -2693.072021484375, -2097.21923828125, 2282.760986328125, -16997.626953125, -1948.2225341796875, -489.1007995605469, -49324.08203125, , 1714826883166.846
9, -56944.7734375, -2676.978759765625, -2105.7353515625, 2273.50732421875, -17015.732421875, -2627.491943359375, -679.604736328125, -49352.3125, , 1714826883170.892
10, -56961.9375, -2129.80810546875, -1617.8414306640625, 2265.661865234375, -17036.990234375, -3587.923828125, -808.48486328125, -49377.65625, , 1714826883174.475
11, -56952.75390625, -2050.012451171875, -1556.8211669921875, 2316.959228515625, -17022.103515625, -3125.51123046875, -673.0333251953125, -49363.10546875, , 1714826883178.558
12, -56934.71484375, -2578.407470703125, -2012.5955810546875, 2270.288818359375, -17007.41796875, -2065.904541015625, -511.6313781738281, -49345.13671875, , 1714826883182.682
13, -56935.98828125, -2776.622802734375, -2161.6591796875, 2168.2978515625, -17012.1796875, -2296.775634765625, -613.0188598632812, -49358.27734375, , 1714826883186.318
14, -56954.16015625, -2270.6240234375, -1736.1268310546875, 2216.711669921875, -17029.27734375, -3419.481201171875, -803.9921264648438, -49377.25390625, , 1714826883190.439
15, -56947.7890625, -1979.537353515625, -1500.5618896484375, 2313.941650390625, -17030.08203125, -3370.933349609375, -726.1410522460938, -49361.96484375, , 1714826883194.141
16, -56927.94140625, -2410.970703125, -1862.5260009765625, 2287.52197265625, -17025.92578125, -2248.6298828125, -520.5497436523438, -49339.03515625, , 1714826883198.237
17, -56926.66796875, -2778.3662109375, -2177.88671875, 2212.017822265625, -17033.435546875, -2075.493408203125, -557.966552734375, -49348.421875, , 1714826883201.89
18, -56946.1796875, -2425.65576171875, -1879.625, 2218.790283203125, -17051.673828125, -3157.5634765625, -767.648193359375, -49376.98828125, , 1714826883205.989
19, -56955.63671875, -1991.47314453125, -1507.8038330078125, 2292.953369140625, -17056.904296875, -3548.830810546875, -775.0913696289062, -49372.49609375, , 1714826883209.612
20, -56944.234375, -2267.4052734375, -1727.1414794921875, 2276.92724609375, -17048.5234375, -2537.97314453125, -562.3251342773438, -49344.1953125, , 1714826883213.861
21, -56933.84375, -2757.713134765625, -2156.630126953125, 2216.77880859375, -17046.2421875, -1949.0272216796875, -521.0191040039062, -49342.72265625, , 1714826883217.495
22, -56946.046875, -2578.072265625, -2024.7325439453125, 2215.97412109375, -17060.2578125, -2838.3134765625, -725.9398803710938, -49368.3359375, , 1714826883221.606
23, -56955.16796875, -2044.44677734375, -1556.28466796875, 2270.6240234375, -17070.115234375, -3602.407958984375, -807.0096435546875, -49363.44140625, , 1714826883225.248
24, -56943.09765625, -2126.1201171875, -1602.217529296875, 2283.23046875, -17056.033203125, -2848.908203125, -617.57861328125, -49327.30078125, , 1714826883229.366
25, -56932.16796875, -2672.150634765625, -2072.341796875, 2229.586181640625, -17039.671875, -1933.1351318359375, -499.1590881347656, -49324.4140625, , 1714826883233.019
26, -56938, -2733.640380859375, -2116.39697265625, 2166.017822265625, -17052.814453125, -2482.1162109375, -661.0974731445312, -49359.62109375, , 1714826883237.117
27, -56945.2421875, -2178.221923828125, -1654.05126953125, 2246.081787109375, -17068.03515625, -3540.113525390625, -822.231201171875, -49374.4375, , 1714826883241.324
28, -56936.12109375, -2042.904541015625, -1526.6463623046875, 2302.542236328125, -17061.93359375, -3160.44677734375, -685.2373657226562, -49348.7578125, , 1714826883245.078
29, -56916.140625, -2552.18896484375, -1961.7677001953125, 2261.236328125, -17041.4140625, -2056.784912109375, -508.5468444824219, -49325.0859375, , 1714826883249.041
30, -56918.015625, -2790.63720703125, -2180.434814453125, 2206.4521484375, -17046.578125, -2211.6826171875, -610.8060302734375, -49337.7578125, , 1714826883252.971
31, -56927.33984375, -2311.12548828125, -1772.6048583984375, 2230.189697265625, -17066.0234375, -3340.087890625, -801.041748046875, -49357.40625, , 1714826883256.644
0, -56924.12109375, -1981.88427734375, -1492.4481201171875, 2327.48681640625, -17051.607421875, -3425.31494140625, -749.0068969726562, -49344.12890625, , 1714826883260.594
1, -56909.3671875, -2375.029052734375, -1812.4356689453125, 2325.072998046875, -17033.033203125, -2312.667724609375, -538.8557739257812, -49323.74609375, , 1714826883264.779
2, -56902.86328125, -2782.1884765625, -2156.428955078125, 2252.2509765625, -17037.66015625, -2007.4322509765625, -547.7741088867188, -49327.90234375, , 1714826883268.529
3, -56918.8203125, -2483.591552734375, -1903.6978759765625, 2257.81640625, -17055.697265625, -3053.695068359375, -763.0214233398438, -49355.73046875, , 1714826883272.198
4, -56926.33203125, -2010.3826904296875, -1498.5501708984375, 2340.09326171875, -17060.19140625, -3567.06982421875, -796.0125732421875, -49352.2421875, , 1714826883276.446
5, -56909.90234375, -2216.845703125, -1671.7537841796875, 2352.3642578125, -17042.48828125, -2619.04296875, -584.7886352539062, -49319.453125, , 1714826883280.229
6, -56895.95703125, -2735.853271484375, -2117.939208984375, 2269.0146484375, -17039.3359375, -1911.7445068359375, -508.6138916015625, -49318.8515625, , 1714826883283.959
7, -56910.23828125, -2613.209228515625, -2032.510986328125, 2268.075927734375, -17052.61328125, -2719.49169921875, -695.9661865234375, -49343.66015625, , 1714826883288.154
8, -56919.22265625, -2037.7412109375, -1556.6199951171875, 2366.110595703125, -17058.984375, -3598.25048828125, -801.5781860351562, -49341.515625, , 1714826883291.852
9, -56910.5078125, -2075.42626953125, -1553.6025390625, 2339.020263671875, -17050.736328125, -2923.540771484375, -617.5115966796875, -49312.81640625, , 1714826883295.571
10, -56894.4140625, -2633.6611328125, -2017.5576171875, 2282.224609375, -17037.056640625, -1927.10009765625, -469.65478515625, -49283.64453125, , 1714826883299.819
11, -56900.6484375, -2734.51220703125, -2121.8955078125, 2257.81640625, -17048.58984375, -2394.005615234375, -628.2404174804688, -49300.27734375, , 1714826883303.363
12, -56918.15234375, -2201.020751953125, -1670.077392578125, 2262.577392578125, -17064.212890625, -3490.157470703125, -802.583984375, -49321.53125, , 1714826883307.455
13, -56916.8125, -2002.7384033203125, -1496.4044189453125, 2308.778564453125, -17052.748046875, -3245.40576171875, -690.4676513671875, -49301.953125, , 1714826883311.567
14, -56899.375, -2493.582763671875, -1890.2197265625, 2240.046875, -17033.97265625, -2098.962646484375, -490.4419250488281, -49274.66015625, , 1714826883315.252
15, -56900.8515625, -2787.75390625, -2143.956787109375, 2185.0615234375, -17032.83203125, -2118.542724609375, -568.360107421875, -49283.3125, , 1714826883319.389
16, -56924.92578125, -2358.6005859375, -1792.7884521484375, 2235.55419921875, -17051.673828125, -3258.81689453125, -782.0650634765625, -49320.05859375, , 1714826883322.995
17, -56930.7578125, -1992.814208984375, -1472.599853515625, 2285.845458984375, -17055.630859375, -3459.781494140625, -753.2313232421875, -49314.0234375, , 1714826883327.069
18, -56911.37890625, -2334.326416015625, -1754.835205078125, 2268.679443359375, -17031.490234375, -2385.7578125, -540.5992431640625, -49283.51171875, , 1714826883330.829
19, -56902.796875, -2789.430419921875, -2135.97705078125, 2194.44921875, -17030.015625, -1954.3916015625, -525.6459350585938, -49285.9921875, , 1714826883334.907
20, -56920.765625, -2539.716552734375, -1923.0767822265625, 2170.77880859375, -17051.00390625, -2928.77099609375, -728.2197265625, -49314.2890625, , 1714826883338.596
21, -56928.61328125, -2026.207763671875, -1487.6201171875, 2251.6474609375, -17056.30078125, -3552.25048828125, -780.7239990234375, -49311.140625, , 1714826883342.708
22, -56914.6640625, -2188.2802734375, -1622.1329345703125, 2268.34423828125, -17041.212890625, -2688.579345703125, -592.8352661132812, -49279.62109375, , 1714826883346.31
23, -56905.2109375, -2720.028076171875, -2086.02099609375, 2204.77587890625, -17033.5703125, -1901.41796875, -506.2669372558594, -49276, , 1714826883350.48
24, -56918.75390625, -2659.678466796875, -2049.9453125, 2193.041259765625, -17045.37109375, -2616.494873046875, -687.7183837890625, -49309.05859375, , 1714826883354.499
25, -56936.859375, -2115.927734375, -1582.1680908203125, 2237.901123046875, -17064.146484375, -3571.428466796875, -820.7559814453125, -49328.5078125, , 1714826883358.153
26, -56926.46484375, -2067.983154296875, -1540.99609375, 2289.3994140625, -17053.552734375, -3039.2109375, -666.6630249023438, -49309.4609375, , 1714826883362.268
27, -56909.16796875, -2598.121826171875, -1992.27783203125, 2235.822265625, -17040.341796875, -1992.9483642578125, -508.4127197265625, -49296.3203125, , 1714826883365.951
28, -56917.75, -2760.1943359375, -2120.6884765625, 2168.4990234375, -17051.205078125, -2301.469482421875, -624.6194458007812, -49314.89453125, , 1714826883370.099
29, -56930.625, -2219.594970703125, -1685.43310546875, 2275.92138671875, -17066.0234375, -3433.697021484375, -809.7589111328125, -49325.890625, , 1714826883373.705
30, -56920.23046875, -1968.0709228515625, -1467.503662109375, 2337.746337890625, -17057.576171875, -3304.21337890625, -709.3772583007812, -49296.921875, , 1714826883377.806
31, -56894.34765625, -2405.606201171875, -1838.3861083984375, 2300.865966796875, -17033.30078125, -2173.39404296875, -500.70135498046875, -49258.1640625, , 1714826883381.853
0, -56887.375, -2747.923095703125, -2153.947998046875, 2235.55419921875, -17021.23046875, -2084.679931640625, -564.3367919921875, -49268.76171875, , 1714826883385.643
1, -56910.3046875, -2358.935791015625, -1828.998291015625, 2265.863037109375, -17042.15234375, -3182.84326171875, -776.6336059570312, -49308.25390625, , 1714826883389.354
2, -56915.87109375, -1936.2867431640625, -1445.308349609375, 2313.338134765625, -17045.83984375, -3475.539306640625, -752.6948852539062, -49297.125, , 1714826883393.502
3, -56894.14453125, -2235.55419921875, -1694.485595703125, 2306.23046875, -17024.181640625, -2451.13671875, -539.3922119140625, -49254.4765625, , 1714826883397.155
4, -56886.5, -2706.147705078125, -2123.370849609375, 2272.568603515625, -17012.513671875, -1944.8697509765625, -512.7042236328125, -49253.5390625, , 1714826883401.287
5, -56900.8515625, -2493.180419921875, -1946.344970703125, 2271.361572265625, -17033.771484375, -2856.485595703125, -707.4996948242188, -49274.99609375, , 1714826883405.001
6, -56913.99609375, -1971.624755859375, -1470.7222900390625, 2315.28271484375, -17048.9921875, -3556.1396484375, -766.8435668945312, -49265.2734375, , 1714826883409.155
7, -56900.91796875, -2087.093994140625, -1566.0076904296875, 2347, -17037.123046875, -2785.541015625, -584.051025390625, -49231.609375, , 1714826883412.772
8, -56884.22265625, -2656.996337890625, -2043.5750732421875, 2253.390869140625, -17026.796875, -1899.473388671875, -467.307861328125, -49211.828125, , 1714826883416.944
9, -56894.34765625, -2655.31982421875, -2053.566162109375, 2225.898193359375, -17038.93359375, -2500.8916015625, -627.0333862304688, -49224.37109375, , 1714826883420.55
10, -56910.171875, -2082.60107421875, -1568.8240966796875, 2263.71728515625, -17053.619140625, -3506.049560546875, -773.6161499023438, -49234.42578125, , 1714826883424.6
11, -56898.63671875, -1976.922119140625, -1471.996337890625, 2299.457763671875, -17030.552734375, -3073.2080078125, -634.1412963867188, -49216.25390625, , 1714826883428.699
12, -56879.328125, -2515.509765625, -1935.951416015625, 2241.387939453125, -17012.447265625, -2004.2806396484375, -474.9521484375, -49202.44140625, , 1714826883432.332
13, -56884.48828125, -2725.526611328125, -2134.166748046875, 2182.044189453125, -17022.103515625, -2229.0498046875, -592.1646728515625, -49226.984375, , 1714826883436.464
14, -56906.1484375, -2217.248046875, -1711.2493896484375, 2227.507568359375, -17038.330078125, -3357.723388671875, -788.6365356445312, -49240.59765625, , 1714826883440.092
15, -56902.59375, -1914.2254638671875, -1439.407470703125, 2274.2451171875, -17034.978515625, -3349.4755859375, -709.578369140625, -49203.3828125, , 1714826883444.228
16, -56882.61328125, -2349.27978515625, -1798.5552978515625, 2228.312255859375, -17019.15234375, -2244.070068359375, -504.8587951660156, -49173.7421875, , 1714826883447.868
17, -56882.8125, -2742.357666015625, -2152.338623046875, 2176.813720703125, -17027.333984375, -2031.84033203125, -543.61669921875, -49193.7265625, , 1714826883451.969
18, -56903.66796875, -2389.311767578125, -1859.3072509765625, 2211.883544921875, -17049.595703125, -3088.02734375, -751.3538208007812, -49224.5703125, , 1714826883456.076
19, -56904.80859375, -1905.6424560546875, -1464.4190673828125, 2335.935791015625, -17048.455078125, -3556.3408203125, -777.2371215820312, -49215.31640625, , 1714826883459.763
20, -56895.62109375, -2169.035400390625, -1672.9608154296875, 2329.230224609375, -17041.884765625, -2587.8623046875, -576.0714111328125, -49182.86328125, , 1714826883463.846
21, -56892.1328125, -2702.72802734375, -2112.440673828125, 2218.924560546875, -17038.263671875, -1930.654052734375, -516.9957885742188, -49177.23046875, , 1714826883467.49
